size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
4700000,624.909000,135395790,65607019,625.730000,135395833,65607019,2587.707000,307194564,100048188
4800000,640.435000,148096987,74813809,648.325000,148097038,74813809,2662.077000,314214837,102338279
4900000,661.016000,154909543,74651772,663.142000,154909596,74651772,2731.558000,321219579,104623193
5000000,666.966000,143452310,69334049,664.472000,143452361,69334049,2802.900000,328255896,106918632
5100000,683.614000,148419809,72206937,682.862000,148419852,72206937,2863.660000,335277672,109209224
5200000,695.641000,152127380,77572262,694.450000,152127428,77572262,2939.123000,342328491,111509497
5300000,705.817000,156681984,72599751,707.577000,156682032,72599751,3049.479000,349373400,113807800
5400000,726.201000,154826813,79116929,724.380000,154826857,79116929,3121.436000,356406519,116102173
5500000,739.259000,158501519,79169268,736.461000,158501562,79169268,3178.452000,363465225,118405075
5600000,749.886000,164592993,80777396,747.594000,164593040,80777396,3269.333000,370535736,120711912
5700000,772.738000,167905396,82301918,771.090000,167905448,82301918,3334.695000,377608932,123019644
5800000,779.464000,171153121,86726826,779.257000,171153177,86726826,3413.095000,384667113,125322371
5900000,789.705000,176663682,92471625,787.099000,176663726,92471625,3490.126000,391748694,127632898
6000000,813.339000,172924689,85981448,810.183000,172924730,85981448,3584.418000,398821476,129940492
6100000,837.196000,184186027,92472064,838.497000,184186073,92472064,3660.806000,405920592,132256864
6200000,849.452000,187636277,97081912,849.454000,187636324,97081912,3742.062000,413007474,134569158
6300000,846.677000,184226789,95818833,847.350000,184226827,95818833,3802.959000,420092154,136880718
6400000,867.045000,187897343,94143874,864.716000,187897392,94143874,3921.701000,427182207,139194069
6500000,886.889000,194842924,97404027,880.007000,194842966,97404027,3976.970000,434287845,141512615
6600000,895.055000,204163850,99263915,892.393000,204163894,99263915,4060.176000,441384591,143828197
6700000,908.550000,197645636,102594420,906.095000,197645687,102594420,4154.027000,448491795,146147265
6800000,919.839000,203425538,106615239,920.649000,203425577,106615239,4218.425000,455608269,148469423
6900000,944.496000,199825443,93121671,943.331000,199825488,93121671,4308.631000,462724554,150791518
7000000,959.684000,214537237,108101838,957.196000,214537275,108101838,4387.591000,469839390,153113130
7100000,960.840000,210437850,105698785,956.239000,210437909,105698785,4470.448000,476954637,155434879
7200000,993.537000,213750312,105815219,989.306000,213750363,105815219,4550.308000,484084323,157761441
7300000,997.332000,213683004,108890424,993.545000,213683052,108890424,4618.202000,491220357,160090119
7400000,1013.345000,219196561,111308765,1010.645000,219196604,111308765,4702.841000,498335061,162411687
7500000,1024.931000,231191402,108594809,1020.550000,231191450,108594809,4795.585000,505480749,164743583
7600000,1054.715000,238286317,114512826,1056.726000,238286364,114512826,4888.473000,512596473,167065491
7700000,1052.656000,233754717,112657980,1050.246000,233754773,112657980,4941.882000,519737895,169395965
7800000,1077.406000,232585641,117161289,1075.819000,232585685,117161289,5031.019000,526883808,171727936
7900000,1086.301000,235891147,115033678,1086.583000,235891189,115033678,5137.208000,534022842,174057614
8000000,1098.400000,239191110,118751787,1097.121000,239191161,118751787,5222.643000,541153182,176384394
8100000,1115.584000,249206330,127317070,1116.001000,249206372,127317070,5278.956000,548308095,178719365
8200000,1125.994000,249283911,124878397,1127.123000,249283961,124878397,5372.249000,555446898,181048966
8300000,1165.520000,260404971,130799829,1167.246000,260405013,130799829,5455.955000,562602744,183384248
8400000,1155.948000,264290977,129620733,1153.815000,264291027,129620733,5740.787000,569772084,185724028
8500000,1172.882000,258866769,124902258,1169.288000,258866820,124902258,5654.945000,577028136,188092712
8600000,1184.788000,257862021,125911341,1181.004000,257862063,125911341,5709.638000,584297757,190465919
8700000,1206.712000,265460493,133426901,1200.034000,265460547,133426901,5826.311000,591562074,192837358
8800000,1214.920000,263017624,126151108,1207.009000,263017671,126151108,5914.399000,598846881,195215627
8900000,1232.905000,262437249,129685412,1234.691000,262437298,129685412,5974.861000,606120249,197590083
9000000,1250.919000,265267405,128991863,1247.918000,265267448,128991863,6039.702000,613409943,199969981
9100000,1266.166000,270183572,132510610,1270.162000,270183627,132510610,6130.107000,620695437,202348479
9200000,1266.094000,277529522,136932106,1263.363000,277529569,136932106,6227.914000,628000842,204733614
9300000,1281.676000,281206948,140711780,1276.908000,281206992,140711780,6352.266000,635290809,207113603
9400000,1302.852000,281330015,145423120,1294.854000,281330058,145423120,6397.431000,642605808,209501936
9500000,1328.804000,298825219,146207678,1327.551000,298825274,146207678,6498.847000,649901079,211883693
9600000,1344.027000,300165115,145599349,1337.920000,300165164,145599349,6620.204000,657226971,214275657
9700000,1348.096000,301123300,145494017,1347.537000,301123345,145494017,6663.244000,664538082,216662694
9800000,1377.043000,305562086,155693472,1372.442000,305562137,155693472,6778.338000,671861112,219053704
9900000,1377.036000,291939289,144152788,1375.527000,291939329,144152788,6868.927000,679175343,221441781
10000000,1387.577000,310287705,151781182,1386.846000,310287756,151781182,6917.883000,686503869,223834623
