size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
7400000,1007.781000,218656029,108045235,1001.139000,218656071,108045235,4679.730000,498332721,162410907
7500000,1032.790000,226272303,116274847,1030.036000,226272345,116274847,4782.241000,505461864,164737288
7600000,1046.230000,231142435,110423574,1050.730000,231142482,110423574,4871.043000,512615397,167071799
7700000,1065.457000,229801262,116254064,1063.325000,229801308,116254064,4940.213000,519737127,169395709
7800000,1070.169000,234526744,116330128,1072.309000,234526793,116330128,5051.117000,526876101,171725367
7900000,1088.430000,231691903,114376877,1086.747000,231691949,114376877,5101.674000,534022368,174057456
8000000,1103.940000,241650926,122011721,1110.076000,241650969,122011721,5177.397000,541160877,176386959
8100000,1112.725000,246494986,126248523,1107.785000,246495038,126248523,5268.530000,548296476,178715492
8200000,1122.805000,246861828,122248331,1120.175000,246861876,122248331,5426.979000,555456555,181052185
8300000,1142.965000,249319091,121867411,1136.961000,249319139,121867411,5461.117000,562603764,183384588
8400000,1163.259000,252097726,122902276,1163.245000,252097768,122902276,5510.004000,569772792,185724264
8500000,1177.174000,254539138,125212873,1177.334000,254539189,125212873,5605.856000,577029873,188093291
8600000,1195.902000,272039687,141100771,1197.432000,272039735,141100771,5720.258000,584293137,190464379
8700000,1198.457000,259388360,132943503,1191.033000,259388401,132943503,5789.209000,591579009,192843003
8800000,1202.642000,269465920,140566001,1200.026000,269465975,140566001,5859.680000,598846311,195215437
8900000,1232.117000,267953247,131994884,1230.109000,267953296,131994884,5999.026000,606125151,197591717
9000000,1249.017000,271304115,133932569,1244.880000,271304157,133932569,6001.731000,613410093,199970031
9100000,1254.418000,280626285,141857580,1252.234000,280626342,141857580,6141.451000,620678973,202342991
9200000,1275.749000,275273700,140085508,1273.046000,275273743,140085508,6241.514000,627996645,204732215
9300000,1285.267000,285238491,142158837,1277.923000,285238540,142158837,6319.742000,635297364,207115788
9400000,1305.184000,279071102,137200417,1301.050000,279071152,137200417,6380.247000,642610101,209503367
9500000,1320.552000,292257977,143716218,1316.887000,292258022,143716218,6466.281000,649918158,211889386
9600000,1323.878000,294518436,150567048,1327.280000,294518488,150567048,6558.291000,657227823,214275941
9700000,1339.998000,303752204,150253782,1335.143000,303752256,150253782,6653.448000,664534227,216661409
9800000,1356.879000,301415836,138954718,1357.018000,301415889,138954718,6743.798000,671855184,219051728
9900000,1404.521000,321528118,161840674,1399.429000,321528164,161840674,6817.454000,679168860,221439620
10000000,1390.092000,317661175,158934073,1389.948000,317661227,158934073,6906.151000,686514243,223838081
