size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
3500000,456.318000,98360105,50575104,455.742000,98360153,50575104,1733.142000,224415687,73055229
3600000,470.091000,105285457,55467508,468.912000,105285510,55467508,1775.514000,231238575,75279525
3700000,481.430000,107387020,56518586,481.621000,107387060,56518586,1862.887000,238072668,77507556
3800000,496.948000,108363593,54034114,499.974000,108363639,54034114,1997.032000,244908129,79736043
3900000,513.262000,114552870,54868256,510.664000,114552920,54868256,1982.271000,251730948,81960316
4000000,531.577000,115041478,58669234,531.035000,115041520,58669234,2064.958000,258576537,84192179
4100000,541.899000,121191527,58681524,540.563000,121191588,58681524,2154.056000,265429158,86426386
4200000,558.422000,120074098,61613293,556.383000,120074143,61613293,2242.990000,272283012,88661004
4300000,570.657000,127426233,62680436,568.900000,127426278,62680436,2348.783000,279242250,90930750
4400000,582.554000,124086834,61094609,582.072000,124086881,61094609,2329.904000,286220619,93206873
4500000,600.432000,127946496,64777355,596.659000,127946540,64777355,2402.156000,293198529,95482843
4600000,604.776000,132361284,65332055,608.243000,132361330,65332055,2519.117000,300196266,97765422
4700000,623.335000,135928473,67627388,623.912000,135928514,67627388,2613.248000,307205109,100051703
4800000,642.130000,139291362,67532080,641.393000,139291411,67532080,2644.588000,314208693,102336231
4900000,657.984000,143530894,73008599,651.974000,143530937,73008599,2710.040000,321230568,104626856
5000000,660.364000,155459357,74115257,659.799000,155459408,74115257,2795.145000,328248510,106916170
5100000,678.877000,149196786,71173362,677.019000,149196841,71173362,2865.885000,335275761,109208587
5200000,696.633000,154744191,74262534,697.230000,154744234,74262534,2967.950000,342316854,111505618
5300000,710.537000,153048754,75284360,712.311000,153048797,75284360,3037.667000,349368006,113806002
5400000,724.214000,155204469,80189771,725.447000,155204512,80189771,3094.107000,356411883,116103961
5500000,750.881000,164267973,83574506,749.229000,164268021,83574506,3180.222000,363468279,118406093
5600000,760.976000,164810964,81679485,757.423000,164811011,81679485,3253.918000,370531626,120710542
5700000,765.684000,173012191,83031551,763.230000,173012249,83031551,3315.165000,377594136,123014712
5800000,782.851000,170152714,84893407,784.401000,170152756,84893407,3392.195000,384672579,125324193
5900000,796.797000,172738210,85405796,795.327000,172738265,85405796,3500.573000,391743069,127631023
6000000,811.189000,176992542,88597573,806.710000,176992586,88597573,3546.949000,398826429,129942143
6100000,830.191000,182481433,95503779,826.618000,182481479,95503779,3635.763000,405914841,132254947
6200000,837.538000,182389098,91454821,833.080000,182389146,91454821,3720.180000,412996593,134565531
6300000,853.232000,184832087,93281938,849.302000,184832127,93281938,3789.530000,420095673,136881891
6400000,863.159000,192495753,102876679,861.751000,192495797,102876679,3886.277000,427180485,139193495
6500000,882.263000,200817767,103800132,881.191000,200817812,103800132,3978.600000,434286687,141512229
6600000,896.271000,195158068,96490605,893.536000,195158119,96490605,4041.541000,441395652,143831884
6700000,910.273000,196707936,96015963,906.888000,196707983,96015963,4136.307000,448499730,146149910
6800000,922.603000,214912230,109753368,922.249000,214912276,109753368,4343.034000,455617185,148472395
6900000,1097.141000,210428789,108472972,973.277000,210428838,108472972,4336.909000,462721956,150790652
7000000,959.822000,208948791,104151883,956.441000,208948834,104151883,4379.525000,469848567,153116189
7100000,983.215000,216477092,114137594,972.386000,216477137,114137594,4430.673000,476949834,155433278
7200000,981.844000,214780650,103762457,982.316000,214780698,103762457,4537.127000,484090452,157763484
7300000,992.151000,215249789,106694127,987.005000,215249836,106694127,4598.673000,491214450,160088150
7400000,1013.905000,213959569,103461775,1010.680000,213959614,103461775,4688.206000,498336786,162412262
7500000,1031.639000,220309371,104624451,1029.778000,220309411,104624451,4772.165000,505468605,164739535
7600000,1040.390000,231008750,116393457,1035.394000,231008801,116393457,4874.205000,512603139,167067713
7700000,1059.242000,233839015,110220470,1053.777000,233839068,110220470,4927.918000,519730680,169393560
7800000,1072.554000,238389079,123549654,1066.821000,238389131,123549654,5043.193000,526874352,171724784
7900000,1088.504000,246555895,123267991,1083.740000,246555945,123267991,5106.536000,534021051,174057017
8000000,1100.521000,247619311,117985482,1100.717000,247619364,117985482,5208.971000,541136799,176378933
8100000,1120.903000,248463920,121005829,1116.139000,248463970,121005829,5267.670000,548301450,178717150
8200000,1121.171000,248781586,130850911,1119.358000,248781630,130850911,5362.936000,555459519,181053173
8300000,1142.452000,252628833,128354841,1143.146000,252628886,128354841,5667.514000,562604088,183384696
8400000,1158.534000,254323984,117176294,1162.992000,254324025,117176294,5845.131000,569762079,185720693
8500000,1178.825000,260881453,138963832,1180.417000,260881501,138963832,5954.141000,577038435,188096145
8600000,1184.156000,261736293,136016059,1187.655000,261736342,136016059,6017.317000,584288985,190462995
8700000,1195.084000,265467249,136824325,1190.607000,265467304,136824325,6080.017000,591564480,192838160
8800000,1233.884000,278605766,144994145,1229.357000,278605815,144994145,6198.495000,598845918,195215306
8900000,1224.091000,267348992,139654820,1218.082000,267349041,139654820,6282.896000,606114333,197588111
9000000,1242.007000,270830660,130237283,1236.406000,270830705,130237283,6342.560000,613407564,199969188
9100000,1263.730000,277964941,144655617,1260.648000,277964993,144655617,6442.707000,620699799,202349933
9200000,1282.182000,276146953,132354726,1277.594000,276147007,132354726,6561.418000,627991119,204730373
9300000,1289.514000,286849478,140699974,1285.263000,286849532,140699974,6626.489000,635301759,207117253
9400000,1306.143000,281580317,142269980,1301.188000,281580363,142269980,6707.336000,642593859,209497953
9500000,1320.568000,282236307,138320124,1318.552000,282236365,138320124,6834.709000,649909401,211886467
9600000,1341.283000,302663738,144161631,1347.436000,302663784,144161631,6935.029000,657222429,214274143
9700000,1345.054000,295545652,150617753,1342.566000,295545703,150617753,7015.549000,664542483,216664161
9800000,1364.126000,293033807,154773418,1363.675000,293033862,154773418,7116.148000,671851194,219050398
9900000,1381.745000,298778967,144325183,1381.307000,298779017,144325183,7195.525000,679164297,221438099
10000000,1384.993000,301052086,156035856,1387.173000,301052132,156035856,7270.779000,686507379,223835793
