size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
8300000,1144.999000,262648800,133005715,1146.779000,262648852,133005715,5725.496000,562599978,183383326
8400000,1155.969000,258426384,130694876,1153.904000,258426436,130694876,5855.110000,569757036,185719012
8500000,1187.229000,268946793,142678472,1181.294000,268946842,142678472,5903.501000,577014201,188088067
8600000,1187.715000,255536969,127431334,1182.958000,255537016,127431334,5975.407000,584293635,190464545
8700000,1202.582000,260759721,136497413,1201.760000,260759773,136497413,6062.706000,591569745,192839915
8800000,1221.791000,269019704,133369522,1220.319000,269019756,133369522,6179.766000,598853535,195217845
8900000,1253.924000,282574345,145205722,1252.786000,282574388,145205722,6288.217000,606124752,197591584
9000000,1244.275000,273535596,143876789,1245.020000,273535644,143876789,6365.487000,613423635,199974545
9100000,1260.639000,274801054,135115976,1256.596000,274801109,135115976,6472.201000,620712528,202354176
9200000,1274.515000,277163631,137127158,1274.556000,277163680,137127158,6585.376000,628008057,204736019
9300000,1290.712000,282478292,137053483,1291.069000,282478337,137053483,6649.682000,635286396,207112132
9400000,1321.232000,295923409,152717019,1313.709000,295923458,152717019,6734.128000,642595131,209498377
9500000,1320.590000,290610820,143163423,1318.947000,290610868,143163423,6854.354000,649909578,211886526
9600000,1332.950000,288147882,145869892,1338.770000,288147921,145869892,6904.815000,657214638,214271546
9700000,1359.451000,302575531,147111327,1354.926000,302575583,147111327,6979.430000,664536126,216662042
9800000,1362.557000,294580174,149509220,1358.849000,294580224,149509220,7113.991000,671851779,219050593
9900000,1381.774000,312125994,150396882,1382.983000,312126050,150396882,7160.539000,679189452,221446484
10000000,1383.856000,306525899,148182293,1376.877000,306525946,148182293,7256.667000,686496351,223832117
