size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
7000000,954.798000,208223965,102149703,954.919000,208224013,102149703,4620.412000,469840710,153113570
7100000,968.748000,208253822,104337144,965.613000,208253866,104337144,4732.661000,476968233,155439411
7200000,1109.476000,211785855,105858854,1028.370000,211785899,105858854,4508.345000,484080939,157760313
7300000,997.061000,218363781,111886038,994.413000,218363832,111886038,4732.853000,491211300,160087100
7400000,1005.072000,222746224,117783450,1004.741000,222746273,117783450,4934.275000,498324789,162408263
7500000,1026.918000,225320584,116613300,1025.788000,225320638,116613300,5009.173000,505477419,164742473
7600000,1038.993000,230433492,116513769,1035.497000,230433540,116513769,5135.841000,512607183,167069061
7700000,1063.769000,228539418,115096111,1058.056000,228539475,115096111,5188.917000,519743718,169397906
7800000,1070.241000,231026122,116817374,1072.844000,231026167,116817374,5320.655000,526876695,171725565
7900000,1078.725000,236334926,113977517,1199.489000,236334967,113977517,5127.091000,534023895,174057965
8000000,1099.992000,234150130,118314958,1101.109000,234150178,118314958,5193.435000,541158078,176386026
8100000,1121.603000,245475490,129495137,1124.927000,245475534,129495137,5429.221000,548310954,178720318
8200000,1129.573000,263085979,130402292,1122.946000,263086028,130402292,5366.785000,555452979,181050993
8300000,1144.804000,261268879,135727080,1145.605000,261268925,135727080,5619.449000,562593090,183381030
8400000,1163.179000,252968778,120150725,1159.556000,252968823,120150725,5530.867000,569756865,185718955
8500000,1228.176000,251663657,124365530,1282.824000,251663702,124365530,5629.454000,577025793,188091931
8600000,1189.288000,257721439,128045440,1181.976000,257721488,128045440,5700.162000,584290059,190463353
8700000,1198.722000,262730040,136720710,1198.253000,262730088,136720710,5889.321000,591554475,192834825
8800000,1213.243000,274409572,146054523,1217.714000,274409626,146054523,5909.209000,598834539,195211513
8900000,1239.248000,269732865,132865704,1237.636000,269732914,132865704,6014.105000,606127602,197592534
9000000,1327.541000,278058555,143076504,1300.775000,278058605,143076504,6058.146000,613416942,199972314
9100000,1277.495000,279541047,144556481,1277.547000,279541092,144556481,6183.704000,620704719,202351573
9200000,1273.903000,289226820,147614666,1272.643000,289226873,147614666,6368.107000,627999093,204733031
9300000,1300.915000,281007212,137870055,1427.927000,281007260,137870055,6261.261000,635288262,207112754
9400000,1302.168000,281460725,143152949,1304.257000,281460765,143152949,6660.551000,642604962,209501654
9500000,1321.176000,293073207,139339381,1320.205000,293073248,139339381,6687.850000,649896570,211882190
9600000,1336.888000,293273793,137919573,1335.634000,293273834,137919573,6775.565000,657228675,214276225
9700000,1345.873000,317918894,157007656,1341.698000,317918956,157007656,7046.347000,664541208,216663736
9800000,1376.979000,301088621,153676249,1375.228000,301088671,153676249,7143.069000,671845539,219048513
9900000,1387.676000,300448520,153022421,1501.356000,300448570,153022421,6871.961000,679184253,221444751
10000000,1394.273000,319046458,172039076,1394.991000,319046509,172039076,7253.123000,686489190,223829730
