size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
4000000,527.590000,115534479,55678283,527.893000,115534526,55678283,2073.062000,258567843,84189281
4100000,538.157000,118287815,59409756,536.580000,118287865,59409756,2154.321000,265435176,86428392
4200000,551.741000,124231752,57117285,548.586000,124231804,57117285,2320.699000,272285793,88661931
4300000,567.973000,120747483,60225040,568.433000,120747529,60225040,2333.821000,279244314,90931438
4400000,581.620000,129483291,68047286,580.210000,129483334,68047286,2372.447000,286218981,93206327
4500000,597.965000,135361854,62024600,594.474000,135361903,62024600,2441.832000,293202429,95484143
4600000,617.354000,141692114,74742157,618.303000,141692164,74742157,2518.326000,300199737,97766579
4700000,622.590000,139834399,71387778,619.055000,139834445,71387778,2587.781000,307208556,100052852
4800000,644.593000,142884542,76113089,643.920000,142884585,76113089,2662.149000,314204580,102334860
4900000,649.099000,142755952,75754156,650.033000,142755998,75754156,2743.319000,321229530,104626510
5000000,665.966000,144987627,71799703,665.421000,144987678,71799703,2805.689000,328256094,106918698
5100000,686.870000,149112648,75976172,685.867000,149112692,75976172,2886.200000,335285727,109211909
5200000,699.995000,153358358,74616147,701.077000,153358402,74616147,2957.068000,342314427,111504809
5300000,709.221000,159188747,83417844,708.550000,159188798,83417844,3042.763000,349370526,113806842
5400000,726.298000,158286522,82100988,723.992000,158286567,82100988,3089.234000,356418018,116106006
5500000,742.287000,169653177,92682849,739.419000,169653223,92682849,3180.826000,363471069,118407023
5600000,755.951000,170908842,85886681,754.889000,170908886,85886681,3281.512000,370527354,120709118
5700000,768.922000,172269852,92978027,762.998000,172269901,92978027,3344.422000,377594421,123014807
5800000,778.614000,174888068,81247088,774.904000,174888118,81247088,3423.358000,384668361,125322787
5900000,801.143000,171941812,86881621,799.710000,171941861,86881621,3482.563000,391737171,127629057
6000000,810.522000,175658827,91622989,804.955000,175658878,91622989,3587.036000,398826825,129942275
6100000,826.062000,176337733,88547945,823.638000,176337775,88547945,3653.854000,405917880,132255960
6200000,840.112000,183452646,92172409,834.956000,183452693,92172409,3722.460000,412998525,134566175
6300000,858.418000,184822308,93053399,856.508000,184822352,93053399,3800.228000,420097896,136882632
6400000,869.715000,187743499,97016580,865.317000,187743543,97016580,3886.942000,427195791,139198597
6500000,878.623000,194365528,99420454,877.031000,194365575,99420454,3989.910000,434286132,141512044
6600000,891.635000,195786626,95087426,888.654000,195786672,95087426,4094.076000,441390708,143830236
6700000,908.818000,200596283,100068130,912.201000,200596330,100068130,4411.284000,448507383,146152461
6800000,941.876000,207483357,109766763,932.686000,207483398,109766763,4465.909000,455610618,148470206
6900000,944.045000,199731602,100400436,944.166000,199731641,100400436,4546.622000,462728295,150792765
7000000,968.836000,211535891,103610976,969.907000,211535936,103610976,4623.369000,469838820,153112940
7100000,976.938000,210737909,107750315,974.395000,210737958,107750315,4693.998000,476972586,155440862
7200000,987.845000,210351884,105797316,983.269000,210351929,105797316,4792.917000,484081938,157760646
7300000,1003.750000,221951313,106288732,1005.961000,221951366,106288732,4787.025000,491208183,160086061
7400000,1014.678000,226303401,107093141,1009.105000,226303454,107093141,4853.227000,498329460,162409820
7500000,1024.290000,224693251,115870986,1025.623000,224693299,115870986,4926.786000,505466619,164738873
7600000,1047.046000,228161308,112465055,1044.699000,228161352,112465055,4997.589000,512608680,167069560
7700000,1049.231000,226956517,117314549,1049.060000,226956561,117314549,5081.213000,519728310,169392770
7800000,1081.772000,236933890,117337302,1077.151000,236933941,117337302,5186.163000,526879047,171726349
7900000,1090.310000,243462054,127735011,1090.513000,243462110,127735011,5289.186000,534021795,174057265
8000000,1101.750000,240129906,120550532,1099.817000,240129954,120550532,5351.097000,541154130,176384710
8100000,1118.138000,237703767,120432706,1122.068000,237703808,120432706,5417.602000,548312739,178720913
8200000,1123.132000,246049329,124051935,1118.380000,246049382,124051935,5502.497000,555448128,181049376
8300000,1151.348000,256479561,124197947,1148.078000,256479615,124197947,5583.645000,562587222,183379074
8400000,1167.369000,245891397,124596337,1165.706000,245891437,124596337,5659.389000,569755347,185718449
8500000,1171.101000,252274430,124538240,1169.244000,252274470,124538240,5744.608000,577017963,188089321
8600000,1197.620000,270991996,142773079,1201.387000,270992045,142773079,5840.547000,584280555,190460185
8700000,1198.965000,266724229,131324125,1198.089000,266724281,131324125,5968.411000,591565221,192838407
8800000,1223.327000,279946298,133003030,1223.045000,279946350,133003030,6078.020000,598838574,195212858
8900000,1243.765000,274426629,142495779,1230.888000,274426684,142495779,6129.792000,606121554,197590518
9000000,1267.954000,287325031,141992399,1267.460000,287325081,141992399,6189.512000,613412280,199970760
9100000,1263.821000,276154976,139140887,1264.819000,276155027,139140887,6254.434000,620710128,202353376
9200000,1287.332000,288644686,151385164,1284.028000,288644737,151385164,6339.360000,628006893,204735631
9300000,1283.755000,289758401,151054040,1282.100000,289758453,151054040,6441.744000,635291007,207113669
9400000,1311.628000,293573220,147244933,1311.849000,293573269,147244933,6511.926000,642601803,209500601
9500000,1309.646000,288984710,145490198,1308.967000,288984763,145490198,6617.759000,649905450,211885150
9600000,1334.380000,295803219,155448323,1332.296000,295803267,155448323,6716.093000,657228255,214276085
9700000,1348.103000,308204890,151343337,1350.565000,308204940,151343337,6821.843000,664543128,216664376
9800000,1368.620000,296422152,142513230,1363.571000,296422205,142513230,6881.344000,671855034,219051678
9900000,1377.634000,297516561,146949882,1377.142000,297516606,146949882,6973.115000,679175811,221441937
10000000,1387.780000,304808672,151693233,1382.680000,304808724,151693233,7053.827000,686508735,223836245
