size,quicksort_time,quicksort_comparison,quicksort_swap,quicksort_tail_op_time,quicksort_tail_op_comparison,quicksort_tail_op_swap,heapsort_time,heapsort_comparison,heapsort_swap
5300000,707.233000,156403669,75366927,706.179000,156403726,75366927,2997.425000,349373598,113807866
5400000,721.163000,160963012,77012852,720.759000,160963060,77012852,3048.600000,356422734,116107578
5500000,738.699000,165211501,79928213,731.546000,165211553,79928213,3144.270000,363467943,118405981
5600000,749.954000,165808064,87976140,748.780000,165808112,87976140,3222.949000,370537686,120712562
5700000,768.258000,163788561,83445640,761.787000,163788609,83445640,3279.069000,377596785,123015595
5800000,785.396000,171171588,82760307,784.499000,171171626,82760307,3378.930000,384669972,125323324
5900000,797.459000,173810838,84030263,798.007000,173810881,84030263,3460.105000,391755153,127635051
6000000,813.942000,170718806,82897717,808.489000,170718849,82897717,3539.964000,398820054,129940018
6100000,824.580000,182723878,95677237,821.115000,182723928,95677237,3671.346000,405916203,132255401
6200000,842.280000,186489995,90765142,837.302000,186490038,90765142,3711.400000,412992765,134564255
6300000,848.943000,182917712,89487214,847.357000,182917762,89487214,3763.603000,420090552,136880184
6400000,873.499000,187751467,94398546,870.265000,187751510,94398546,3861.206000,427196661,139198887
6500000,888.889000,198246062,98592854,885.991000,198246112,98592854,3925.894000,434294694,141514898
6600000,886.860000,198274979,95009180,885.062000,198275026,95009180,4011.783000,441385542,143828514
6700000,905.289000,197584275,103855047,900.781000,197584329,103855047,4122.761000,448488861,146146287
6800000,921.142000,199799565,99612171,918.942000,199799611,99612171,4160.267000,455615175,148471725
6900000,931.327000,203020212,96522667,926.672000,203020251,96522667,4244.021000,462727206,150792402
7000000,953.633000,209897217,103519002,950.963000,209897263,103519002,4318.072000,469850913,153116971
7100000,974.024000,209712591,103189032,968.534000,209712636,103189032,4403.467000,476954910,155434970
7200000,987.977000,216414852,103646973,985.836000,216414907,103646973,4516.745000,484082583,157760861
7300000,998.884000,230496435,111038306,996.547000,230496485,111038306,4579.544000,491203398,160084466
7400000,1018.993000,215562185,108381632,1016.401000,215562230,108381632,4686.393000,498342543,162414181
7500000,1030.239000,221689208,112712360,1034.995000,221689258,112712360,4772.263000,505462773,164737591
7600000,1041.991000,230488782,115152726,1031.812000,230488835,115152726,4818.115000,512609061,167069687
7700000,1059.531000,229499882,120731324,1054.438000,229499937,120731324,4903.306000,519748572,169399524
7800000,1079.997000,236800248,118293716,1077.002000,236800300,118293716,4988.312000,526874742,171724914
7900000,1097.183000,236751239,121654470,1093.716000,236751281,121654470,5076.821000,534004080,174051360
8000000,1092.619000,235622828,119348869,1091.989000,235622882,119348869,5136.734000,541156806,176385602
8100000,1108.025000,244875113,124671591,1100.207000,244875161,124671591,5247.218000,548309742,178719914
8200000,1134.532000,248719415,126381796,1134.111000,248719466,126381796,5317.808000,555462033,181054011
8300000,1152.497000,262791516,127660442,1145.031000,262791566,127660442,5434.429000,562598883,183382961
8400000,1157.603000,254045410,127222210,1157.305000,254045463,127222210,5480.691000,569765133,185721711
8500000,1172.931000,255220961,127635106,1173.219000,255221014,127635106,5588.158000,577026813,188092271
8600000,1182.188000,268649020,126155158,1179.109000,268649068,126155158,5663.372000,584297628,190465876
8700000,1199.502000,258512098,129651272,1196.479000,258512141,129651272,5760.292000,591561432,192837144
8800000,1209.230000,268082154,136391713,1209.403000,268082209,136391713,5835.496000,598851423,195217141
8900000,1225.242000,271362138,137644477,1225.783000,271362184,137644477,5924.514000,606136794,197595598
9000000,1235.432000,277475809,147632766,1230.936000,277475863,147632766,5995.091000,613410336,199970112
9100000,1261.441000,277670015,134570888,1261.280000,277670065,134570888,6099.637000,620689017,202346339
9200000,1283.346000,287377968,142718340,1280.075000,287378020,142718340,6172.944000,628003785,204734595
9300000,1301.881000,292931525,147925738,1296.587000,292931580,147925738,6251.176000,635302344,207117448
9400000,1305.884000,289519270,148127949,1302.481000,289519318,148127949,6332.467000,642610566,209503522
9500000,1314.422000,288553257,146560073,1316.531000,288553303,146560073,6429.072000,649910082,211886694
9600000,1343.585000,306314004,157090963,1342.936000,306314059,157090963,6599.638000,657232872,214277624
9700000,1347.074000,291478334,152691534,1338.202000,291478380,152691534,6619.501000,664535358,216661786
9800000,1374.125000,298580746,151449717,1379.638000,298580793,151449717,6690.114000,671851272,219050424
9900000,1376.170000,306606292,148199016,1375.844000,306606349,148199016,6778.958000,679176378,221442126
10000000,1394.481000,296588145,145288923,1387.534000,296588184,145288923,6865.965000,686492367,223830789
